"","seq","rep","time","method","crps","logs","pit"
"1",3,1,1,"BMA",1.5805177133397,2.42664159821328,0.244
"2",3,1,2,"BMA",0.659385776046117,1.81715357178144,0.435
"3",3,1,3,"BMA",0.578960279177276,1.81426611197222,0.635
"4",3,1,4,"BMA",2.39917257873729,3.45987567729154,0.9525
"5",3,1,5,"BMA",2.53759299407252,2.96374903913787,0.9115
"6",3,1,6,"BMA",0.93614231784318,2.01507324202652,0.7125
"7",3,1,7,"BMA",0.67800188897932,1.86212295429551,0.3665
"8",3,1,8,"BMA",3.81745887836977,4.43416544063355,0.014
"9",3,1,9,"BMA",2.06169383456174,2.70858721293229,0.857
"10",3,1,10,"BMA",8.57503830296433,6.49304216939877,0.997
"11",3,1,11,"BMA",15.1969600503718,5.75920441872648,0.9725
"12",3,1,12,"BMA",2.90498640048576,3.40694514569572,0.5545
"13",3,1,13,"BMA",3.61955757302096,3.2594895634783,0.758
"14",3,1,14,"BMA",6.63134235252941,3.90441218619408,0.9215
"15",3,1,15,"BMA",16.2819828230086,6.15930060938398,0.994
"16",3,1,16,"BMA",2.36409527273836,3.32517903889356,0.434
"17",3,1,17,"BMA",2.80746467480822,3.1259457170162,0.6815
"18",3,1,18,"BMA",5.43937489042182,3.60621401282297,0.8695
"19",3,1,19,"BMA",3.37040403856296,3.19542130412494,0.7835
"20",3,1,20,"BMA",1.52620747039784,2.82419493938673,0.471
"21",3,1,21,"BMA",1.90971249756456,2.89149790194647,0.3685
"22",3,1,22,"BMA",3.61445305810787,3.15778997631053,0.192
"23",3,1,23,"BMA",1.91069212587762,2.94894568400111,0.368
"24",3,1,24,"BMA",1.49429961694538,2.85662709242126,0.55
"25",3,1,25,"BMA",1.56966132822962,2.85177137861545,0.603
"26",3,1,26,"BMA",4.21486037718301,3.40791886243018,0.8655
"27",3,1,27,"BMA",1.57255336080265,2.84773448033142,0.615
"28",3,1,28,"BMA",1.82746443989696,2.81181610153301,0.6555
"29",3,1,29,"BMA",2.32753228688068,2.91890186181684,0.764
"30",3,1,30,"BMA",5.87875403129993,3.83224342636023,0.9345
"31",3,1,31,"BMA",4.09520497080825,3.41490433649816,0.839
"32",3,1,32,"BMA",3.18430163625408,3.12888811849734,0.802
"33",3,1,33,"BMA",2.15987433223537,2.86434517627525,0.2905
"34",3,1,34,"BMA",5.03644698946272,3.56705184119199,0.084
"35",3,1,35,"BMA",3.85620453402856,3.1417007988243,0.138
"36",3,1,36,"BMA",4.70730949759787,3.43812654442286,0.092
"37",3,1,37,"BMA",1.36832119651377,2.77194826862232,0.5595
"38",3,1,38,"BMA",1.19234438652859,2.55487500107623,0.46
"39",3,1,1,"AVS",1.5805177133397,2.3701216177448,0.2625
"40",3,1,2,"AVS",0.592117040735187,1.70882173230643,0.4415
"41",3,1,3,"AVS",0.572468093004211,1.6561093045885,0.628
"42",3,1,4,"AVS",2.36414600074122,3.1713191332886,0.9525
"43",3,1,5,"AVS",2.76408766979566,3.10329524332325,0.907
"44",3,1,6,"AVS",1.03676099641931,2.08037828209239,0.7045
"45",3,1,7,"AVS",0.680782680948443,1.87868418002278,0.375
"46",3,1,8,"AVS",3.79303798300434,4.15534029324522,0.0165
"47",3,1,9,"AVS",2.25730949706516,2.9166230050016,0.8835
"48",3,1,10,"AVS",8.55898770306452,6.32581945313672,0.995
"49",3,1,11,"AVS",12.3118635189011,5.99214240744215,0.9845
"50",3,1,12,"AVS",1.27230947057448,2.5437723185932,0.4485
"51",3,1,13,"AVS",2.44519655809393,2.75098674426452,0.817
"52",3,1,14,"AVS",3.93725926288145,3.28330002211263,0.916
"53",3,1,15,"AVS",11.2751092749706,7.36573198365936,0.999
"54",3,1,16,"AVS",8.26407875150642,4.73389746179939,0.0125
"55",3,1,17,"AVS",1.7618955488241,2.86799574709386,0.653
"56",3,1,18,"AVS",3.03634267813899,3.04796200399211,0.809
"57",3,1,19,"AVS",1.34945588750361,2.68337084238528,0.4515
"58",3,1,20,"AVS",3.05525986962612,3.0145774566001,0.178
"59",3,1,21,"AVS",2.06855713483937,2.8236554782051,0.277
"60",3,1,22,"AVS",3.00992971893534,3.06564667588622,0.1845
"61",3,1,23,"AVS",1.27490818349658,2.66874907829486,0.489
"62",3,1,24,"AVS",1.30332857724383,2.66872388977092,0.4715
"63",3,1,25,"AVS",1.29292415730455,2.62982114758669,0.416
"64",3,1,26,"AVS",2.28231273592997,2.81160876447747,0.782
"65",3,1,27,"AVS",2.47989390907144,2.86862795861915,0.2165
"66",3,1,28,"AVS",1.21214996828444,2.52528209845157,0.479
"67",3,1,29,"AVS",1.27664119794697,2.59717967293126,0.599
"68",3,1,30,"AVS",2.99510384936822,3.01820088004139,0.8295
"69",3,1,31,"AVS",1.21472315159932,2.54770956977126,0.507
"70",3,1,32,"AVS",1.1940303224542,2.50770115967661,0.564
"71",3,1,33,"AVS",3.61635141503999,3.26867642003602,0.121
"72",3,1,34,"AVS",5.29580333605397,3.67577383304443,0.059
"73",3,1,35,"AVS",1.87204756657841,2.70649043450399,0.2695
"74",3,1,36,"AVS",3.10397392992786,3.03357567379048,0.146
"75",3,1,37,"AVS",1.47493123932264,2.62685030432978,0.652
"76",3,1,38,"AVS",1.15574946441664,2.54289096774894,0.4695
"77",3,1,1,"EQW",1.5805177133397,2.33884303457052,0.2515
"78",3,1,2,"EQW",1.08124501211841,2.12079532559429,0.395
"79",3,1,3,"EQW",0.84742430058128,2.10428861941972,0.496
"80",3,1,4,"EQW",1.65806464629171,2.91648736236882,0.776
"81",3,1,5,"EQW",1.90275602550804,2.74605582330314,0.783
"82",3,1,6,"EQW",1.03977536474708,2.19883058051691,0.642
"83",3,1,7,"EQW",0.864301622892367,2.14404179902863,0.4275
"84",3,1,8,"EQW",3.32130261773462,3.36444872653522,0.0825
"85",3,1,9,"EQW",1.91565641776616,2.80333259401201,0.8165
"86",3,1,10,"EQW",8.79951146677761,6.19915113890007,0.9945
"87",3,1,11,"EQW",12.0895566129106,6.24444438260531,0.988
"88",3,1,12,"EQW",2.54049099881685,3.30125949067199,0.4935
"89",3,1,13,"EQW",4.25560136079115,3.33489509392582,0.8735
"90",3,1,14,"EQW",4.84724906252258,3.42293075090534,0.8925
"91",3,1,15,"EQW",12.7060468453438,5.97342168222,0.9895
"92",3,1,16,"EQW",5.66852729245599,3.95484243605442,0.28
"93",3,1,17,"EQW",2.06876213705241,2.92850956436455,0.595
"94",3,1,18,"EQW",3.21753104291421,3.22379902609993,0.744
"95",3,1,19,"EQW",1.86127976678603,2.95321792112523,0.5175
"96",3,1,20,"EQW",2.95345579229875,3.13325717401909,0.2735
"97",3,1,21,"EQW",2.65485825371429,3.01641444837605,0.252
"98",3,1,22,"EQW",3.82812355950867,3.26046291596583,0.18
"99",3,1,23,"EQW",1.89176059791736,2.91460372957189,0.39
"100",3,1,24,"EQW",1.62076009502448,2.87617350472612,0.4765
"101",3,1,25,"EQW",1.53151037144339,2.81990701090445,0.4745
"102",3,1,26,"EQW",2.87208274831424,3.05837873674235,0.787
"103",3,1,27,"EQW",1.83603236209193,2.97186255583193,0.3925
"104",3,1,28,"EQW",1.56837588390038,2.77808280605519,0.577
"105",3,1,29,"EQW",1.92484125544525,2.83899546797397,0.665
"106",3,1,30,"EQW",4.58372124549936,3.3603361968701,0.876
"107",3,1,31,"EQW",2.72941141233459,3.08467308525425,0.72
"108",3,1,32,"EQW",2.91035568821033,3.00255922181991,0.7345
"109",3,1,33,"EQW",2.19022649383729,3.11406158072543,0.3665
"110",3,1,34,"EQW",3.85358900594552,3.56188425343507,0.192
"111",3,1,35,"EQW",2.30324371433978,2.95643940229138,0.2905
"112",3,1,36,"EQW",3.59599818074694,3.20116097200405,0.169
"113",3,1,37,"EQW",1.48518278794762,2.80814453306711,0.5135
"114",3,1,38,"EQW",1.3540078377948,2.69011838863439,0.503
"115",3,1,1,"SGP",1.5805177133397,2.36715010286132,0.2655
"116",3,1,2,"SGP",0.612881871272597,1.76063995357166,0.4505
"117",3,1,3,"SGP",0.585302635393624,1.73434044926506,0.6455
"118",3,1,4,"SGP",2.36723875663572,3.35647796326221,0.9465
"119",3,1,5,"SGP",3.13258842429396,3.41729085490449,0.9495
"120",3,1,6,"SGP",0.735745653111926,1.88903580026287,0.689
"121",3,1,7,"SGP",0.691221747161144,1.90501970506017,0.348
