"","seq","rep","time","method","crps","logs","pit"
"1",6,1,1,"BMA",10.0993119100785,4.62003111015599,0.902
"2",6,1,2,"BMA",2.93860333133551,3.50971394059786,0.5185
"3",6,1,3,"BMA",6.87880163060748,3.92643339495069,0.8075
"4",6,1,4,"BMA",6.90003843354491,4.10745751083636,0.753
"5",6,1,5,"BMA",12.8105279775114,4.38306010314455,0.899
"6",6,1,6,"BMA",4.093464950745,3.61679732245622,0.34
"7",6,1,7,"BMA",3.32587907400282,3.61698352615541,0.4755
"8",6,1,8,"BMA",9.38087255405008,4.19498860457993,0.156
"9",6,1,9,"BMA",7.91986093169465,4.26362344025067,0.324
"10",6,1,10,"BMA",10.6401229689866,4.05514961201562,0.837
"11",6,1,11,"BMA",5.39217401163328,3.67938099605483,0.7785
"12",6,1,12,"BMA",5.73380880287761,3.72457554335792,0.829
"13",6,1,13,"BMA",3.17577222975492,3.24695398471311,0.703
"14",6,1,14,"BMA",5.48069480261859,3.66104382685042,0.1705
"15",6,1,15,"BMA",4.14971494512757,3.49878782301155,0.222
"16",6,1,16,"BMA",6.99818654635233,3.90509012708142,0.136
"17",6,1,17,"BMA",6.78954044549018,3.82816444104001,0.1265
"18",6,1,18,"BMA",13.5137677951176,4.97981759834992,0.021
"19",6,1,19,"BMA",16.2683629556341,5.80081636794949,0.013
"20",6,1,20,"BMA",4.15457609882745,3.76830285265256,0.331
"21",6,1,21,"BMA",1.99896683817865,3.06626862635108,0.4725
"22",6,1,22,"BMA",2.20192290752729,3.04009356232081,0.6595
"23",6,1,23,"BMA",3.50737653370797,3.27433901956585,0.8025
"24",6,1,24,"BMA",1.56997100274705,2.76244254715061,0.428
"25",6,1,25,"BMA",1.31442668750869,2.65098712741738,0.559
"26",6,1,26,"BMA",4.17195036956548,3.55404615114122,0.903
"27",6,1,27,"BMA",1.72969722804444,2.69098999714518,0.7005
"28",6,1,28,"BMA",3.73717112097751,3.18467467028523,0.0745
"29",6,1,29,"BMA",4.18351264838964,3.6480113412698,0.0575
"30",6,1,30,"BMA",1.89936334477221,2.63421803554748,0.191
"31",6,1,31,"BMA",1.1799888122533,2.2644985925467,0.3225
"32",6,1,32,"BMA",1.65961625286502,2.53962175024327,0.775
"33",6,1,33,"BMA",1.75782808061173,2.6272724827981,0.818
"34",6,1,34,"BMA",1.25097148349708,2.23498250483177,0.219
"35",6,1,35,"BMA",1.48581985362431,2.22357382235573,0.1905
"36",6,1,36,"BMA",1.0723804715942,2.076061755582,0.2355
"37",6,1,37,"BMA",1.40301437944041,2.31615252563334,0.806
"38",6,1,38,"BMA",1.74809711746493,2.56994180439743,0.858
"39",6,1,1,"AVS",10.0993119100785,4.54292505695615,0.898
"40",6,1,2,"AVS",2.94172704865915,3.47889905094106,0.543
"41",6,1,3,"AVS",8.50044647808896,4.08292296889931,0.8685
"42",6,1,4,"AVS",12.4904406517467,4.604902480339,0.912
"43",6,1,5,"AVS",8.62997009804608,4.07381502183627,0.8705
"44",6,1,6,"AVS",4.15620607009892,3.56759389914679,0.3635
"45",6,1,7,"AVS",3.3027776614003,3.61479750238784,0.483
"46",6,1,8,"AVS",9.37094512017365,4.2487640499996,0.146
"47",6,1,9,"AVS",7.92757486957042,4.22999919294085,0.327
"48",6,1,10,"AVS",10.6945965192165,4.00555700839374,0.825
"49",6,1,11,"AVS",5.39819190703337,3.64041557725304,0.793
"50",6,1,12,"AVS",5.74817596047496,3.69823659774515,0.8425
"51",6,1,13,"AVS",3.19003601707163,3.30039370062537,0.712
"52",6,1,14,"AVS",5.45942797015398,3.73621090809038,0.171
"53",6,1,15,"AVS",4.15448959999437,3.50017738841093,0.2485
