"","model","wt","upp","low","week","alpha","step","rep"
"5669","arima",0.35802781472,0.434313125,0.28445395,7,50,1,21
"5670","asg",0.20861830406,0.2650961,0.157813675,7,50,1,21
"5671","naive",0.21318634602,0.2722246,0.1604817,7,50,1,21
"5672","sir",0.2201675303,0.2801631,0.1661715,7,50,1,21
"5673","arima",0.98408287754,0.99672105,0.9614724,8,1,1,21
"5674","asg",0.00622750575564147,0.0230268,0.0001594846,8,1,1,21
"5675","naive",0.0049040949876562,0.01816738,0.00012276225,8,1,1,21
"5676","sir",0.00478552329441414,0.0176223025,0.00012564805,8,1,1,21
"5677","arima",0.39853047388,0.478114725,0.319460875,8,50,1,21
"5678","asg",0.1973702928,0.251067025,0.14898195,8,50,1,21
"5679","naive",0.20257467674,0.260024125,0.15165765,8,50,1,21
"5680","sir",0.201524562688,0.2586962,0.150576975,8,50,1,21
"5681","arima",0.9866733957,0.997281,0.967547225,9,1,1,21
"5682","asg",0.00525382427058853,0.0195524025,0.00012895475,9,1,1,21
"5683","naive",0.00428600545832972,0.0157737375,0.000112678425,9,1,1,21
"5684","sir",0.00378677575857734,0.01397204,9.89285175e-05,9,1,1,21
"5685","arima",0.38482721924,0.4694572,0.301873375,9,50,1,21
"5686","asg",0.20500452712,0.2610771,0.1539889,9,50,1,21
"5687","naive",0.21160315194,0.272493075,0.1582527,9,50,1,21
"5688","sir",0.198565099792,0.256675125,0.146792875,9,50,1,21
"5689","arima",0.98788509068,0.997568025,0.97035095,10,1,1,21
"5690","asg",0.00449895910481228,0.0165756175,0.00011087425,10,1,1,21
"5691","naive",0.00408225264804116,0.01499011,0.0001027141,10,1,1,21
"5692","sir",0.00353369773747016,0.01325885,8.275912e-05,10,1,1,21
"5693","arima",0.40035898588,0.4862241,0.314127925,10,50,1,21
"5694","asg",0.188514338492,0.24089015,0.141683875,10,50,1,21
"5695","naive",0.21290381524,0.274762,0.158294875,10,50,1,21
"5696","sir",0.198222861794,0.257130725,0.1463709,10,50,1,21
"5697","arima",0.98945765586,0.997890025,0.97452895,11,1,1,21
"5698","asg",0.00338646240340947,0.01259553,8.59260975e-05,11,1,1,21
"5699","naive",0.0038815499379095,0.0142550925,0.000103881275,11,1,1,21
"5700","sir",0.0032743322625492,0.0121496675,7.9939425e-05,11,1,1,21
"5701","arima",0.43171524186,0.521043775,0.34028165,11,50,1,21
"5702","asg",0.157534205544,0.2034101,0.117600825,11,50,1,21
"5703","naive",0.2138541684,0.276441125,0.15850985,11,50,1,21
"5704","sir",0.196896382924,0.25765405,0.143929875,11,50,1,21
"5705","arima",0.9905380577,0.998028025,0.977019925,12,1,1,21
"5706","asg",0.00286814924066615,0.01055365,7.332871e-05,12,1,1,21
"5707","naive",0.00368978760913088,0.01360413,9.46723275e-05,12,1,1,21
"5708","sir",0.0029040060680138,0.010724205,7.47774225e-05,12,1,1,21
"5709","arima",0.46280378434,0.55177605,0.368531775,12,50,1,21
"5710","asg",0.144283700292,0.18658205,0.106888775,12,50,1,21
"5711","naive",0.2103817704,0.273712325,0.154719975,12,50,1,21
"5712","sir",0.18253074791,0.2413531,0.13243695,12,50,1,21
"5713","arima",0.9906467377,0.998085,0.977248925,13,1,1,21
"5714","asg",0.00283570918982986,0.01036833,7.22013825e-05,13,1,1,21
"5715","naive",0.00372315128783019,0.0138142275,9.35350075e-05,13,1,1,21
"5716","sir",0.00279440306592749,0.01029234,7.34649525e-05,13,1,1,21
"5717","arima",0.4293269748,0.524609275,0.330944125,13,50,1,21
"5718","asg",0.153205092488,0.199037475,0.11322175,13,50,1,21
"5719","naive",0.2224959871,0.288732025,0.1641727,13,50,1,21
"5720","sir",0.194971945832,0.259580375,0.139929,13,50,1,21
"5721","arima",0.99080961932,0.998149,0.97751695,14,1,1,21
"5722","asg",0.00283543912286229,0.01049353,7.352093e-05,14,1,1,21
"5723","naive",0.00368890534867722,0.0137047125,9.64561075e-05,14,1,1,21
"5724","sir",0.00266603646580481,0.00989571225,6.831563e-05,14,1,1,21
"5725","arima",0.43684886228,0.53104395,0.33861095,14,50,1,21
"5726","asg",0.15391145676,0.199323025,0.113640875,14,50,1,21
"5727","naive",0.2215798139,0.28750205,0.16291995,14,50,1,21
"5728","sir",0.187659868816,0.2505552,0.134924275,14,50,1,21
"5729","arima",0.99106056344,0.998141025,0.9781509,15,1,1,21
"5730","asg",0.00282079952991358,0.0104480625,7.4713315e-05,15,1,1,21
"5731","naive",0.00368536455838556,0.0136118325,0.000102860425,15,1,1,21
"5732","sir",0.0024332737062078,0.00900071200000001,6.25796725e-05,15,1,1,21
"5733","arima",0.44224293366,0.53917475,0.3424809,15,50,1,21
"5734","asg",0.159173967164,0.206724025,0.117673975,15,50,1,21
"5735","naive",0.22424063091,0.29155715,0.16468395,15,50,1,21
"5736","sir",0.17434246804,0.234440275,0.1242759,15,50,1,21
"5737","arima",0.9914191016,0.998332025,0.97889695,16,1,1,21
"5738","asg",0.00282715122506537,0.0103713475,7.35862625e-05,16,1,1,21
"5739","naive",0.00366117269163766,0.013661115,9.660459e-05,16,1,1,21
"5740","sir",0.00209257290750749,0.00779862325,5.18470175e-05,16,1,1,21
"5741","arima",0.4687552594,0.5614424,0.370243,16,50,1,21
"5742","asg",0.160217494308,0.208422325,0.11823185,16,50,1,21
"5743","naive",0.221975543536,0.2893953,0.162594775,16,50,1,21
"5744","sir",0.149051700734,0.200572175,0.106635975,16,50,1,21
"5745","arima",0.99145826988,0.998310025,0.97884095,17,1,1,21
"5746","asg",0.00292266485935496,0.0108391825,7.373501e-05,17,1,1,21
"5747","naive",0.00374260041957335,0.01377716,9.7778635e-05,17,1,1,21
"5748","sir",0.00187646488023902,0.006913969,4.71299e-05,17,1,1,21
"5749","arima",0.46603652896,0.559497125,0.366521925,17,50,1,21
"5750","asg",0.169961153432,0.221595425,0.12502385,17,50,1,21
"5751","naive",0.22934304954,0.29932815,0.1680338,17,50,1,21
"5752","sir",0.134659263084,0.1806305,0.0962174825,17,50,1,21
"5753","arima",0.99149465644,0.998331,0.97863685,18,1,1,21
"5754","asg",0.00298013875995438,0.0108773475,8.066978e-05,18,1,1,21
"5755","naive",0.00375787174726758,0.0138745325,9.2692525e-05,18,1,1,21
"5756","sir",0.00176733102563084,0.00661476525,4.4260415e-05,18,1,1,21
"5757","arima",0.4839429265,0.57401605,0.3878139,18,50,1,21
"5758","asg",0.172024202368,0.2252912,0.1267209,18,50,1,21
"5759","naive",0.22485607782,0.293983175,0.1647079,18,50,1,21
"5760","sir",0.119176794014,0.159127025,0.0856602625,18,50,1,21
"5761","arima",0.99156566882,0.998349,0.97901,19,1,1,21
"5762","asg",0.0030924894952121,0.011406505,7.4644715e-05,19,1,1,21
"5763","naive",0.00372621720062673,0.0139601025,9.0236565e-05,19,1,1,21
"5764","sir",0.00161562478422062,0.006018139,4.06124925e-05,19,1,1,21
"5765","arima",0.50274427306,0.590319375,0.4098682,19,50,1,21
"5766","asg",0.17459456204,0.228342325,0.12855795,19,50,1,21
"5767","naive",0.2180151371,0.2858652,0.1589898,19,50,1,21
"5768","sir",0.104646032738,0.139384375,0.07579763,19,50,1,21
"5769","arima",0.99169946574,0.998424,0.978810925,20,1,1,21
"5770","asg",0.00310127319219672,0.0115174125,7.87433675e-05,20,1,1,21
"5771","naive",0.00368947573088213,0.0137750225,8.9793135e-05,20,1,1,21
"5772","sir",0.00150978502835813,0.0055337605,3.838083e-05,20,1,1,21
"5773","arima",0.51998094718,0.60475575,0.428679125,20,50,1,21
"5774","asg",0.17447864716,0.22831215,0.128104925,20,50,1,21
"5775","naive",0.20952778616,0.2745096,0.153282925,20,50,1,21
"5776","sir",0.096012620826,0.127631025,0.0697585675,20,50,1,21
"5777","arima",0.99192385362,0.998403,0.97963485,21,1,1,21
"5778","asg",0.00308596071978512,0.011492775,7.81504125e-05,21,1,1,21
"5779","naive",0.00350160774385533,0.0129459825,8.92510875e-05,21,1,1,21
"5780","sir",0.00148857742928625,0.0054909395,3.75050975e-05,21,1,1,21
"5781","arima",0.5370861757,0.618256025,0.44820455,21,50,1,21
"5782","asg",0.171984439128,0.225127325,0.125861925,21,50,1,21
"5783","naive",0.198778848454,0.26079535,0.145728925,21,50,1,21
"5784","sir",0.092150535888,0.122011375,0.0668749575,21,50,1,21
"5785","arima",0.9919735537,0.998441,0.97967995,22,1,1,21
"5786","asg",0.00309969774402536,0.0114422075,8.05610175e-05,22,1,1,21
"5787","naive",0.00343049926156154,0.0127217825,7.9585015e-05,22,1,1,21
"5788","sir",0.00149624867878115,0.00554994275,3.73212775e-05,22,1,1,21
"5789","arima",0.53774915082,0.6196351,0.449311,22,50,1,21
"5790","asg",0.17453237435,0.22976425,0.126940475,22,50,1,21
"5791","naive",0.19691340234,0.259200675,0.144144575,22,50,1,21
"5792","sir",0.090805070036,0.120303075,0.065978195,22,50,1,21
"5793","arima",0.99191262746,0.998412,0.979549,23,1,1,21
"5794","asg",0.00317638699202556,0.01180095,7.83655175e-05,23,1,1,21
"5795","naive",0.00342452089042164,0.01267457,8.922702e-05,23,1,1,21
"5796","sir",0.00148646436616079,0.00543220525,3.64025725e-05,23,1,1,21
"5797","arima",0.54289566666,0.62326835,0.4563187,23,50,1,21
"5798","asg",0.178305270746,0.2344222,0.13042985,23,50,1,21
"5799","naive",0.190783812062,0.250217375,0.139669,23,50,1,21
"5800","sir",0.088015248172,0.1164371,0.0639524225,23,50,1,21
"5801","arima",0.99193554526,0.998447,0.97964,24,1,1,21
"5802","asg",0.00323887248867318,0.0119521025,8.50022625e-05,24,1,1,21
"5803","naive",0.00335976932136516,0.0123174375,9.02509325e-05,24,1,1,21
"5804","sir",0.00146581433767134,0.0054948765,3.723079e-05,24,1,1,21
"5805","arima",0.54393983356,0.6237134,0.4570657,24,50,1,21
"5806","asg",0.183892901046,0.241406375,0.134349825,24,50,1,21
"5807","naive",0.186201523878,0.2443353,0.136037825,24,50,1,21
"5808","sir",0.08596573516,0.11386515,0.06230449,24,50,1,21
"5809","arima",0.99187365166,0.998425025,0.979678575,25,1,1,21
"5810","asg",0.0033990989421388,0.0125032325,8.624249e-05,25,1,1,21
"5811","naive",0.00326615885382216,0.0121721475,8.11260125e-05,25,1,1,21
"5812","sir",0.00146109100476028,0.00547361875,3.63903925e-05,25,1,1,21
"5813","arima",0.54455119118,0.6233822,0.4577616,25,50,1,21
"5814","asg",0.190443135054,0.25030905,0.139419,25,50,1,21
"5815","naive",0.179695873894,0.2353512,0.13151695,25,50,1,21
"5816","sir",0.085309797762,0.112554025,0.0620396075,25,50,1,21
"5817","arima",0.99180276162,0.998421,0.979177975,26,1,1,21
"5818","asg",0.00348777809544975,0.0129567925,8.67173925e-05,26,1,1,21
"5819","naive",0.00323164975068257,0.01205994,7.48721275e-05,26,1,1,21
"5820","sir",0.00147780903460712,0.00547150825000001,3.721353e-05,26,1,1,21
"5821","arima",0.54106032664,0.620776625,0.4529136,26,50,1,21
"5822","asg",0.196231346468,0.257723225,0.14340365,26,50,1,21
"5823","naive",0.176441735316,0.231851375,0.129423925,26,50,1,21
"5824","sir",0.086266591268,0.1134776,0.06291255,26,50,1,21
"5825","arima",0.99178406082,0.998399025,0.979212925,27,1,1,21
"5826","asg",0.00358664085415717,0.0131849825,8.8130875e-05,27,1,1,21
"5827","naive",0.00312202116410564,0.0115289,7.5084595e-05,27,1,1,21
"5828","sir",0.00150727498337683,0.00564686775,3.71220225e-05,27,1,1,21
"5829","arima",0.54063369132,0.620833,0.4528718,27,50,1,21
"5830","asg",0.20093648911,0.26465615,0.146490975,27,50,1,21
"5831","naive",0.170517069908,0.223418025,0.12490995,27,50,1,21
"5832","sir",0.087912751112,0.115982225,0.06398329,27,50,1,21
"5833","arima",0.99177074462,0.998405,0.97906265,28,1,1,21
"5834","asg",0.00363138219074802,0.01353886,8.956668e-05,28,1,1,21
"5835","naive",0.00304890631729126,0.0111833575,7.76532625e-05,28,1,1,21
"5836","sir",0.00154896716311757,0.00569732175,3.91870825e-05,28,1,1,21
"5837","arima",0.53630490304,0.61768955,0.446189975,28,50,1,21
"5838","asg",0.20602750692,0.272876625,0.149302975,28,50,1,21
"5839","naive",0.167357681164,0.219279125,0.122745,28,50,1,21
"5840","sir",0.090309907218,0.11974915,0.0654850575,28,50,1,21
"5841","arima",0.99185008142,0.998404,0.97961195,29,1,1,21
"5842","asg",0.00361113728439352,0.0134069175,9.57219475e-05,29,1,1,21
"5843","naive",0.002964520357862,0.0109369125,7.71084675e-05,29,1,1,21
"5844","sir",0.00157426236021127,0.00579975475,3.80328275e-05,29,1,1,21
"5845","arima",0.53578693278,0.61706075,0.4472446,29,50,1,21
"5846","asg",0.2083159903,0.27505955,0.15179085,29,50,1,21
"5847","naive",0.163333097512,0.213792,0.119728725,29,50,1,21
"5848","sir",0.09256397696,0.12256005,0.067310715,29,50,1,21
"5849","arima",0.99195464172,0.998387025,0.979871975,30,1,1,21
"5850","asg",0.00353244103292152,0.0130653825,9.34735225e-05,30,1,1,21
"5851","naive",0.0029084586805597,0.010909915,7.3912195e-05,30,1,1,21
"5852","sir",0.00160445874499309,0.00591471325,4.29813625e-05,30,1,1,21
"5853","arima",0.53081873564,0.61433105,0.439529825,30,50,1,21
"5854","asg",0.21218785248,0.281602675,0.15372495,30,50,1,21
"5855","naive",0.161969580644,0.212179025,0.11870795,30,50,1,21
"5856","sir",0.095023829908,0.125651,0.068871035,30,50,1,21
"5857","arima",0.99188119164,0.998408,0.97954195,31,1,1,21
"5858","asg",0.00359944933898906,0.0133079225,8.81790025e-05,31,1,1,21
"5859","naive",0.00288643542156502,0.0106635475,7.636807e-05,31,1,1,21
"5860","sir",0.00163292476632239,0.00598665075,4.187969e-05,31,1,1,21
"5861","arima",0.51787611738,0.6039653,0.423166875,31,50,1,21
"5862","asg",0.222162744988,0.295665325,0.159869,31,50,1,21
"5863","naive",0.162085537842,0.211995,0.1188336,31,50,1,21
"5864","sir",0.097875598984,0.12966305,0.0711747,31,50,1,21
"5865","arima",0.99173756674,0.998363025,0.9793697,32,1,1,21
"5866","asg",0.00374404671575404,0.0139373025,8.8881365e-05,32,1,1,21
"5867","naive",0.00285128397887975,0.01040866,7.20307825e-05,32,1,1,21
"5868","sir",0.001667101250991,0.00616832225,4.195412e-05,32,1,1,21
"5869","arima",0.50057233156,0.590459525,0.403664875,32,50,1,21
"5870","asg",0.23640716204,0.313869625,0.16999695,32,50,1,21
"5871","naive",0.161664675562,0.21105705,0.118978225,32,50,1,21
"5872","sir",0.101355826062,0.1344154,0.0736179875,32,50,1,21
"5873","arima",0.9915338764,0.998331,0.978628875,33,1,1,21
"5874","asg",0.00391371018815662,0.0143985525,0.000100805875,33,1,1,21
"5875","naive",0.00284274763993044,0.0107456525,6.90442525e-05,33,1,1,21
"5876","sir",0.00170966814336275,0.00637635475,4.139201e-05,33,1,1,21
"5877","arima",0.47989234766,0.57438225,0.3784673,33,50,1,21
"5878","asg",0.25413467674,0.337685775,0.182181,33,50,1,21
"5879","naive",0.16084493292,0.209960025,0.11846095,33,50,1,21
"5880","sir",0.10512804051,0.139242,0.07607501,33,50,1,21
"5881","arima",0.99125450374,0.998254,0.978139,34,1,1,21
"5882","asg",0.00412116921339484,0.015272685,0.00010220575,34,1,1,21
"5883","naive",0.00286015677156514,0.0104374175,7.2233485e-05,34,1,1,21
"5884","sir",0.00176417158732278,0.0065719865,4.247148e-05,34,1,1,21
"5885","arima",0.46114073894,0.558289375,0.35809495,34,50,1,21
"5886","asg",0.26982460544,0.356009075,0.19446095,34,50,1,21
"5887","naive",0.159880833198,0.20861705,0.117572875,34,50,1,21
"5888","sir",0.109153823142,0.144524025,0.079117535,34,50,1,21
"5889","arima",0.99113404706,0.998299,0.97760975,35,1,1,21
"5890","asg",0.00421057105634338,0.01556934,0.0001004277,35,1,1,21
"5891","naive",0.002844357168323,0.0106372,7.18418675e-05,35,1,1,21
"5892","sir",0.00181102448633376,0.006652284,4.6603405e-05,35,1,1,21
"5893","arima",0.44749864286,0.5458938,0.344586825,35,50,1,21
"5894","asg",0.28144421092,0.37044345,0.202153775,35,50,1,21
"5895","naive",0.158330644528,0.206381225,0.1169789,35,50,1,21
"5896","sir",0.112726497884,0.149241125,0.0819307125,35,50,1,21
"5897","arima",0.99095949906,0.998232,0.977202,36,1,1,21
"5898","asg",0.00431603707279614,0.0163269325,0.000109053075,36,1,1,21
"5899","naive",0.00287102832324888,0.010573055,7.23485025e-05,36,1,1,21
"5900","sir",0.00185343444390521,0.00684308125,4.4958215e-05,36,1,1,21
"5901","arima",0.43799821036,0.537865425,0.335035925,36,50,1,21
"5902","asg",0.2888386358,0.380092475,0.207709175,36,50,1,21
"5903","naive",0.157111363116,0.203807125,0.116210925,36,50,1,21
"5904","sir",0.11605178676,0.154205,0.0836041475,36,50,1,21
"5905","arima",0.99092677022,0.998243,0.9768519,37,1,1,21
"5906","asg",0.00434511515142728,0.01630471,0.000107410325,37,1,1,21
"5907","naive",0.00286943644493412,0.0105789425,7.205057e-05,37,1,1,21
"5908","sir",0.00185867778171917,0.00686187725,4.58461275e-05,37,1,1,21
"5909","arima",0.42890660354,0.531418075,0.324016675,37,50,1,21
"5910","asg",0.29669347044,0.391002325,0.21341845,37,50,1,21
"5911","naive",0.155904139084,0.20270455,0.115736925,37,50,1,21
"5912","sir",0.118495785006,0.15764345,0.0857067725,37,50,1,21
"5913","arima",0.990801195,0.99822005,0.97647495,38,1,1,21
"5914","asg",0.00441103952627779,0.016496515,0.000110883075,38,1,1,21
"5915","naive",0.00289304533417248,0.01068006,7.45447075e-05,38,1,1,21
"5916","sir",0.00189471878502801,0.00702030025,4.7478045e-05,38,1,1,21
"5917","arima",0.41317260574,0.518196025,0.3084877,38,50,1,21
"5918","asg",0.31087697346,0.406898025,0.223402,38,50,1,21
"5919","naive",0.154061475138,0.1999584,0.114112875,38,50,1,21
"5920","sir",0.121888943088,0.16172605,0.08826011,38,50,1,21
"5921","arima",0.34678034019269,0.8167052,0.0147364075,2,1,1,22
"5922","asg",0.263947939503178,0.732215025,0.0093916095,2,1,1,22
"5923","naive",0.247917877455122,0.71407995,0.007959305,2,1,1,22
"5924","sir",0.141353843865432,0.5396598,0.00356284625,2,1,1,22
"5925","arima",0.25259276542,0.314826025,0.194511525,2,50,1,22
"5926","asg",0.25078433582,0.31275005,0.193424875,2,50,1,22
"5927","naive",0.2505221954,0.31301005,0.192856525,2,50,1,22
"5928","sir",0.24610069958,0.306823425,0.1897378,2,50,1,22
"5929","arima",0.249736004201403,0.758731725,0.006443639,3,1,1,22
"5930","asg",0.213305059061422,0.67150365,0.00597423775,3,1,1,22
"5931","naive",0.341199827659237,0.813283475,0.0140699075,3,1,1,22
"5932","sir",0.19575910602679,0.76381095,0.003912541,3,1,1,22
"5933","arima",0.24998601412,0.312554375,0.193052925,3,50,1,22
"5934","asg",0.24995584028,0.311166225,0.19294775,3,50,1,22
"5935","naive",0.25253160092,0.314890425,0.19494385,3,50,1,22
"5936","sir",0.24752654764,0.30956705,0.190389975,3,50,1,22
"5937","arima",0.309475201955688,0.8477658,0.008015833,4,1,1,22
"5938","asg",0.0658439669983181,0.2468052,0.0015782395,4,1,1,22
"5939","naive",0.428142179063593,0.88026545,0.01905292,4,1,1,22
"5940","sir",0.19653865240966,0.79723105,0.003482503,4,1,1,22
"5941","arima",0.25367775154,0.31636815,0.1958304,4,50,1,22
"5942","asg",0.24019701952,0.301364175,0.18411455,4,50,1,22
"5943","naive",0.2561411697,0.3191496,0.197699925,4,50,1,22
"5944","sir",0.24998405846,0.31201405,0.192104875,4,50,1,22
"5945","arima",0.312369129366818,0.85954615,0.00822153725,5,1,1,22
"5946","asg",0.0415611841857264,0.1548172,0.0010454705,5,1,1,22
"5947","naive",0.503912198627148,0.91303405,0.0308273,5,1,1,22
"5948","sir",0.142157487443514,0.677710725,0.0027373755,5,1,1,22
"5949","arima",0.2558944533,0.319699075,0.1975102,5,50,1,22
"5950","asg",0.23370951388,0.29280435,0.17959055,5,50,1,22
"5951","naive",0.25956790572,0.323324475,0.20007975,5,50,1,22
"5952","sir",0.2508281244,0.313611025,0.192878725,5,50,1,22
"5953","arima",0.312280448938124,0.8637861,0.0085804835,6,1,1,22
"5954","asg",0.0351078649743595,0.131316975,0.00084432965,6,1,1,22
"5955","naive",0.52896672352788,0.91973925,0.0357080275,6,1,1,22
"5956","sir",0.12364496205531,0.599175625000001,0.00250944,6,1,1,22
"5957","arima",0.25695792244,0.320897325,0.197961875,6,50,1,22
"5958","asg",0.23087399666,0.2896612,0.17677375,6,50,1,22
"5959","naive",0.26068867426,0.32567805,0.20073,6,50,1,22
"5960","sir",0.25147940748,0.31439065,0.19361995,6,50,1,22
"5961","arima",0.477649928146068,0.937246025,0.01547718,7,1,1,22
"5962","asg",0.0276342925886092,0.1034659,0.000662263825,7,1,1,22
"5963","naive",0.424488506874276,0.917841725,0.0133201675,7,1,1,22
"5964","sir",0.0702272681427558,0.29449595,0.001601667,7,1,1,22
"5965","arima",0.26144464016,0.325592875,0.202067,7,50,1,22
"5966","asg",0.22591137246,0.284850225,0.17232775,7,50,1,22
"5967","naive",0.26293727788,0.32722005,0.20328895,7,50,1,22
"5968","sir",0.2497067092,0.312270325,0.192702875,7,50,1,22
"5969","arima",0.74647034254918,0.967441075,0.13802845,8,1,1,22
"5970","asg",0.0220101993659028,0.0815983125,0.000530305375,8,1,1,22
"5971","naive",0.186625556684569,0.7733743,0.00403690225,8,1,1,22
"5972","sir",0.0448939012301994,0.17635765,0.00101160575,8,1,1,22
